order_id,user_id,product_id,quantity,order_date,order_status,payment_method,unit_price,total_amount,discount,actual_payment,delivery_date,receive_date,review_score,review_content,order_date_date
O00007291,U003400,P001673,2,2026/1/3 22:38,已完成,银行卡,909.22,1755.81,163.01,1592.8,2026/1/5 22:38,2026/1/7 22:38,,,2026-01-03
O00007292,U001525,P001507,4,2025/10/11 22:38,待付款,花呗,277.73,1102.23,65.37,1036.86,,,,,2025-10-11
O00007293,U002502,P001161,4,2026/2/23 22:38,已收货,支付宝,974.78,3806.16,525.07,3281.09,2026/2/24 22:38,2026/2/25 22:38,,,2026-02-23
O00007294,U003854,P001672,4,2025/10/24 22:38,已付款,信用卡,198.81,732.46,183.17,549.29,,,,,2025-10-24
O00007295,U001852,P001462,2,2026/1/13 22:38,已完成,支付宝,128.5,249.35,71.92,177.43,2026/1/15 22:38,2026/1/18 22:38,5,下次还会购买,2026-01-13
O00007296,U004162,P000965,2,2026/2/21 22:38,已取消,微信支付,197.03,342.39,36.2,306.19,,,,,2026-02-21
O00007297,U003790,P001221,4,2026/1/23 22:38,已发货,花呗,657.55,2272.45,18.72,2253.73,2026/1/26 22:38,,,,2026-01-23
O00007298,U002777,P000783,3,2026/1/23 22:38,已完成,微信支付,708.4,1973.23,151.68,1821.55,2026/1/28 22:38,2026/1/30 22:38,5,包装很好,2026-01-23
O00007299,U004754,P001381,2,2026/1/11 22:38,已完成,支付宝,81.1,151.57,19.42,132.15,2026/1/15 22:38,2026/1/18 22:38,4,,2026-01-11
O00007300,U004380,P001882,2,2025/11/13 22:38,已完成,信用卡,5449.44,10633.28,823.92,9809.36,2025/11/14 22:38,2025/11/15 22:38,4,下次还会购买,2025-11-13
O00007301,U004937,P001442,3,2025/9/10 22:38,已发货,花呗,23.76,69.25,18.34,50.91,2025/9/15 22:38,,,,2025-09-10
O00007302,U000025,P001869,1,2025/11/3 22:38,已完成,微信支付,660.02,629.99,65.4,564.59,2025/11/7 22:38,2025/11/8 22:38,5,,2025-11-03
O00007303,U000784,P001372,1,2025/10/2 22:38,已付款,信用卡,683.18,588.93,85.03,503.9,,,,,2025-10-02
O00007304,U002644,P001486,4,2025/11/21 22:38,已收货,信用卡,120.41,448.99,107.71,341.28,2025/11/23 22:38,2025/11/25 22:38,,,2025-11-21
O00007305,U003655,P000513,3,2025/12/17 22:38,已取消,信用卡,1155.73,2985.2,405.65,2579.55,,,,,2025-12-17
O00007306,U001683,P001810,3,2025/12/27 22:38,已完成,花呗,986.91,2594.0,477.36,2116.64,2025/12/28 22:38,2025/12/31 22:38,4,包装很好,2025-12-27
O00007307,U000258,P001987,4,2026/1/13 22:38,待付款,信用卡,4517.74,15520.86,4110.47,11410.39,,,,,2026-01-13
O00007308,U003421,P000014,4,2025/9/27 22:38,已完成,微信支付,896.81,3384.74,763.83,2620.91,2025/10/1 22:38,2025/10/2 22:38,5,物美价廉,2025-09-27
O00007309,U002780,P000249,2,2025/9/12 22:38,已完成,信用卡,5532.33,10174.21,2488.99,7685.22,2025/9/17 22:38,2025/9/19 22:38,5,物美价廉,2025-09-12
O00007310,U000335,P000667,1,2025/9/25 22:38,已发货,信用卡,4439.48,4294.19,52.74,4241.45,2025/9/30 22:38,,,,2025-09-25
O00007311,U003166,P001415,3,2026/2/10 22:38,已发货,信用卡,137.21,389.03,51.8,337.23,2026/2/11 22:38,,,,2026-02-10
O00007312,U002462,P000052,3,2026/1/20 22:38,待付款,微信支付,825.66,2189.92,198.4,1991.52,,,,,2026-01-20
O00007313,U004506,P001151,5,2026/3/4 22:38,已完成,信用卡,232.3,1049.12,13.07,1036.05,2026/3/7 22:38,2026/3/9 22:38,5,好评！,2026-03-04
O00007314,U000619,P001296,2,2025/10/6 22:38,已取消,支付宝,5655.12,9722.89,400.93,9321.96,,,,,2025-10-06
O00007315,U004732,P001194,1,2025/9/21 22:38,已收货,花呗,811.39,692.87,56.23,636.64,2025/9/25 22:38,2025/9/26 22:38,,,2025-09-21
O00007316,U004926,P000491,1,2026/2/1 22:38,已发货,花呗,579.06,515.41,46.47,468.94,2026/2/6 22:38,,,,2026-02-01
O00007317,U003548,P001824,5,2026/1/6 22:38,已取消,银行卡,621.3,2777.63,397.03,2380.6,,,,,2026-01-06
O00007318,U004295,P001861,2,2025/9/14 22:38,已发货,信用卡,704.32,1390.08,402.9,987.18,2025/9/19 22:38,,,,2025-09-14
O00007319,U002977,P000258,1,2025/11/10 22:38,已收货,银行卡,841.71,717.92,105.44,612.48,2025/11/13 22:38,2025/11/15 22:38,,,2025-11-10
O00007320,U004258,P001347,4,2026/2/5 22:38,已取消,微信支付,689.32,2514.14,586.99,1927.15,,,,,2026-02-05
O00007321,U001259,P001607,2,2025/11/1 22:38,已退款,支付宝,823.02,1584.29,136.82,1447.47,,,,,2025-11-01
O00007322,U000580,P000642,1,2026/2/21 22:38,已发货,支付宝,459.49,408.68,45.88,362.8,2026/2/23 22:38,,,,2026-02-21
O00007323,U003356,P000995,4,2026/1/8 22:38,已取消,支付宝,687.47,2685.94,725.27,1960.67,,,,,2026-01-08
O00007324,U002106,P001869,5,2025/12/2 22:38,已收货,信用卡,660.02,2985.25,725.84,2259.41,2025/12/3 22:38,2025/12/5 22:38,,,2025-12-02
O00007325,U003866,P001158,1,2025/12/23 22:38,已完成,花呗,1919.67,1636.66,75.37,1561.29,2025/12/25 22:38,2025/12/28 22:38,4,包装很好,2025-12-23
O00007326,U003608,P000965,2,2025/10/25 22:38,已完成,花呗,197.03,379.52,24.42,355.1,2025/10/29 22:38,2025/10/31 22:38,4,很满意,2025-10-25
O00007327,U000208,P001664,3,2026/3/4 22:38,已收货,微信支付,779.81,2192.76,408.86,1783.9,2026/3/7 22:38,2026/3/10 22:38,,,2026-03-04
O00007328,U004039,P000747,5,2025/11/2 22:38,已完成,微信支付,1162.24,5274.23,38.61,5235.62,2025/11/6 22:38,2025/11/8 22:38,,,2025-11-02
O00007329,U002372,P000139,3,2026/2/15 22:38,已取消,银行卡,1989.63,5498.79,1114.09,4384.7,,,,,2026-02-15
O00007330,U004503,P001362,2,2025/10/8 22:38,已完成,信用卡,719.29,1375.39,66.12,1309.27,2025/10/10 22:38,2025/10/12 22:38,4,很满意,2025-10-08
O00007331,U002208,P000403,1,2025/9/27 22:38,已付款,花呗,469.05,459.32,20.06,439.26,,,,,2025-09-27
O00007332,U000695,P000687,1,2025/10/5 22:38,已付款,支付宝,1379.58,1271.71,36.02,1235.69,,,,,2025-10-05
O00007333,U000597,P001093,2,2026/1/4 22:38,已收货,花呗,504.0,873.89,14.66,859.23,2026/1/9 22:38,2026/1/10 22:38,,,2026-01-04
O00007334,U000197,P000200,2,2026/2/2 22:38,已完成,信用卡,124.25,212.79,9.12,203.67,2026/2/6 22:38,2026/2/7 22:38,4,很满意,2026-02-02
O00007335,U001839,P000987,5,2025/9/28 22:38,已完成,支付宝,668.87,3167.05,803.48,2363.57,2025/10/3 22:38,2025/10/5 22:38,5,下次还会购买,2025-09-28
O00007336,U001995,P001202,2,2025/11/24 22:38,已收货,银行卡,1041.8,1952.61,326.23,1626.38,2025/11/29 22:38,2025/12/1 22:38,,,2025-11-24
O00007337,U002431,P001770,2,2025/12/30 22:38,已付款,支付宝,1937.9,3610.12,886.41,2723.71,,,,,2025-12-30
O00007338,U003866,P001934,1,2026/2/18 22:38,已完成,花呗,360.82,311.7,66.99,244.71,2026/2/19 22:38,2026/2/22 22:38,4,下次还会购买,2026-02-18
O00007339,U002845,P001283,5,2025/11/3 22:38,已完成,信用卡,959.44,4469.68,552.23,3917.45,2025/11/8 22:38,2025/11/10 22:38,5,很满意,2025-11-03
O00007340,U001551,P000900,1,2025/11/27 22:38,已付款,微信支付,168.98,154.41,37.22,117.19,,,,,2025-11-27
O00007341,U001873,P001825,5,2026/2/26 22:38,已收货,信用卡,1711.46,7973.57,1592.74,6380.83,2026/2/27 22:38,2026/3/2 22:38,,,2026-02-26
O00007342,U003113,P000424,3,2026/2/14 22:38,已完成,银行卡,571.03,1546.05,422.52,1123.53,2026/2/16 22:38,2026/2/19 22:38,4,物美价廉,2026-02-14
O00007343,U001409,P000549,3,2025/12/14 22:38,已完成,支付宝,364.6,1022.97,94.12,928.85,2025/12/18 22:38,2025/12/20 22:38,4,下次还会购买,2025-12-14
O00007344,U004636,P000098,4,2025/9/13 22:38,已取消,微信支付,259.87,973.99,200.1,773.89,,,,,2025-09-13
O00007345,U002749,P000282,2,2026/2/23 22:38,已发货,微信支付,1680.18,3262.43,308.13,2954.3,2026/2/24 22:38,,,,2026-02-23
O00007346,U000441,P001152,1,2026/2/28 22:38,已取消,支付宝,454.37,436.88,59.48,377.4,,,,,2026-02-28
O00007347,U002283,P000396,5,2025/12/17 22:38,已完成,信用卡,196.12,922.53,255.4,667.13,2025/12/22 22:38,2025/12/25 22:38,4,物美价廉,2025-12-17
O00007348,U003898,P000436,4,2025/9/19 22:38,已完成,支付宝,5179.78,18662.93,3373.82,15289.11,2025/9/20 22:38,2025/9/23 22:38,4,物美价廉,2025-09-19
O00007349,U001048,P000586,3,2026/1/8 22:38,已完成,信用卡,4001.57,11403.88,640.36,10763.52,2026/1/12 22:38,2026/1/13 22:38,4,很满意,2026-01-08
O00007350,U003451,P000043,4,2025/10/22 22:38,已完成,微信支付,3884.66,13638.99,949.1,12689.89,2025/10/27 22:38,2025/10/28 22:38,,,2025-10-22
O00007351,U003172,P001563,1,2025/12/3 22:38,已完成,信用卡,4862.05,4231.12,414.75,3816.37,2025/12/4 22:38,2025/12/6 22:38,4,,2025-12-03
O00007352,U003426,P001893,4,2026/1/18 22:38,已完成,支付宝,400.66,1471.49,65.61,1405.88,2026/1/19 22:38,2026/1/22 22:38,,,2026-01-18
O00007353,U000484,P001153,4,2025/10/24 22:38,已发货,花呗,90.99,330.54,22.81,307.73,2025/10/28 22:38,,,,2025-10-24
O00007354,U002890,P001812,3,2025/11/18 22:38,已收货,银行卡,801.86,2067.44,410.34,1657.1,2025/11/22 22:38,2025/11/24 22:38,,,2025-11-18
O00007355,U003378,P000018,4,2025/10/7 22:38,已收货,信用卡,935.85,3658.49,43.29,3615.2,2025/10/10 22:38,2025/10/12 22:38,,,2025-10-07
O00007356,U004808,P000239,4,2026/2/11 22:38,已取消,信用卡,928.77,3278.92,2.34,3276.58,,,,,2026-02-11
O00007357,U001280,P001158,5,2025/12/28 22:38,已付款,银行卡,1919.67,8246.5,2295.64,5950.86,,,,,2025-12-28
O00007358,U000938,P001223,3,2026/2/5 22:38,已收货,信用卡,591.13,1582.3,451.5,1130.8,2026/2/10 22:38,2026/2/11 22:38,,,2026-02-05
O00007359,U004481,P000952,1,2026/1/11 22:38,已退款,银行卡,403.58,362.63,19.58,343.05,,,,,2026-01-11
O00007360,U004011,P001350,2,2026/1/30 22:38,已完成,信用卡,5050.72,9533.94,1848.92,7685.02,2026/2/2 22:38,2026/2/3 22:38,5,很满意,2026-01-30
O00007361,U004285,P001885,1,2025/9/10 22:38,已收货,信用卡,755.79,723.77,144.93,578.84,2025/9/11 22:38,2025/9/14 22:38,,,2025-09-10
O00007362,U002715,P000261,3,2025/9/12 22:38,已完成,花呗,2604.62,7126.33,2081.67,5044.66,2025/9/13 22:38,2025/9/14 22:38,4,很满意,2025-09-12
O00007363,U002880,P000489,4,2025/11/2 22:38,已发货,银行卡,950.83,3582.61,972.79,2609.82,2025/11/3 22:38,,,,2025-11-02
O00007364,U000212,P001900,3,2026/2/27 22:38,已完成,微信支付,188.01,521.51,115.18,406.33,2026/3/3 22:38,2026/3/6 22:38,,,2026-02-27
O00007365,U003506,P000111,2,2025/12/18 22:38,已收货,微信支付,3188.73,5568.14,645.45,4922.69,2025/12/21 22:38,2025/12/24 22:38,,,2025-12-18
O00007366,U004049,P000755,2,2026/1/2 22:38,已收货,支付宝,372.77,679.46,152.43,527.03,2026/1/3 22:38,2026/1/6 22:38,,,2026-01-02
O00007367,U000682,P001712,3,2025/10/3 22:38,已收货,银行卡,178.49,532.77,52.03,480.74,2025/10/7 22:38,2025/10/10 22:38,,,2025-10-03
O00007368,U002165,P000195,4,2026/2/7 22:38,已完成,信用卡,970.79,3588.3,606.87,2981.43,2026/2/11 22:38,2026/2/14 22:38,,,2026-02-07
O00007369,U003293,P001364,2,2025/11/13 22:38,已完成,微信支付,267.2,511.12,118.25,392.87,2025/11/17 22:38,2025/11/19 22:38,,,2025-11-13
O00007370,U000848,P000837,1,2025/10/7 22:38,已完成,支付宝,224.83,209.61,27.95,181.66,2025/10/12 22:38,2025/10/14 22:38,4,物美价廉,2025-10-07
O00007371,U003593,P001653,3,2025/10/15 22:38,已完成,花呗,178.71,526.67,34.91,491.76,2025/10/17 22:38,2025/10/20 22:38,,,2025-10-15
O00007372,U002737,P001141,3,2026/1/16 22:38,已完成,支付宝,7881.98,21031.4,462.13,20569.27,2026/1/19 22:38,2026/1/22 22:38,4,,2026-01-16
O00007373,U000046,P000442,1,2026/2/24 22:38,已完成,信用卡,239.38,205.51,1.61,203.9,2026/2/26 22:38,2026/2/27 22:38,,,2026-02-24
O00007374,U002623,P001544,2,2026/1/16 22:38,已完成,支付宝,917.07,1608.87,76.75,1532.12,2026/1/20 22:38,2026/1/21 22:38,,,2026-01-16
O00007375,U003852,P000891,2,2026/1/31 22:38,已取消,微信支付,1656.29,3009.15,442.7,2566.45,,,,,2026-01-31
O00007376,U002984,P000762,1,2026/1/11 22:38,已收货,信用卡,624.74,584.88,47.3,537.58,2026/1/16 22:38,2026/1/17 22:38,,,2026-01-11
O00007377,U001559,P000705,5,2026/2/7 22:38,已收货,花呗,707.82,3029.64,355.76,2673.88,2026/2/8 22:38,2026/2/10 22:38,,,2026-02-07
O00007378,U000337,P000998,2,2026/2/2 22:38,已发货,微信支付,470.01,820.1,64.64,755.46,2026/2/4 22:38,,,,2026-02-02
O00007379,U001875,P001443,1,2026/2/21 22:38,已发货,花呗,430.73,367.79,92.61,275.18,2026/2/24 22:38,,,,2026-02-21
O00007380,U004316,P000132,3,2025/9/27 22:38,已完成,信用卡,74.63,198.97,31.92,167.05,2025/10/2 22:38,2025/10/5 22:38,4,,2025-09-27
O00007381,U003225,P000709,4,2026/1/12 22:38,已完成,花呗,371.76,1444.95,206.75,1238.2,2026/1/13 22:38,2026/1/14 22:38,4,好评！,2026-01-12
O00007382,U000745,P001545,5,2025/10/26 22:38,已付款,支付宝,907.91,4377.81,503.0,3874.81,,,,,2025-10-26
O00007383,U003242,P000968,4,2025/11/5 22:38,已收货,支付宝,7916.14,26997.93,3392.04,23605.89,2025/11/6 22:38,2025/11/8 22:38,,,2025-11-05
O00007384,U001140,P000228,5,2025/10/20 22:38,已发货,支付宝,899.3,3897.06,910.48,2986.58,2025/10/21 22:38,,,,2025-10-20
O00007385,U002373,P001583,4,2025/10/14 22:38,已收货,花呗,569.15,1959.2,510.72,1448.48,2025/10/15 22:38,2025/10/16 22:38,,,2025-10-14
O00007386,U004927,P000600,5,2026/2/11 22:38,已发货,信用卡,1384.73,6523.3,1599.3,4924.0,2026/2/14 22:38,,,,2026-02-11
O00007387,U002434,P001431,5,2026/1/18 22:38,已收货,支付宝,1205.0,5529.62,1114.87,4414.75,2026/1/19 22:38,2026/1/21 22:38,,,2026-01-18
O00007388,U000374,P000458,5,2025/9/6 22:38,已完成,信用卡,765.81,3547.67,829.1,2718.57,2025/9/9 22:38,2025/9/11 22:38,5,包装很好,2025-09-06
O00007389,U004404,P001106,1,2025/10/10 22:38,已发货,微信支付,648.25,632.89,95.09,537.8,2025/10/12 22:38,,,,2025-10-10
O00007390,U004574,P001397,1,2025/12/3 22:38,已退款,微信支付,1300.75,1292.78,104.39,1188.39,,,,,2025-12-03
O00007391,U001568,P000488,3,2025/11/26 22:38,已收货,信用卡,587.17,1620.02,141.71,1478.31,2025/11/27 22:38,2025/11/30 22:38,,,2025-11-26
O00007392,U002480,P000244,3,2025/12/15 22:38,已发货,微信支付,813.3,2191.43,651.62,1539.81,2025/12/17 22:38,,,,2025-12-15
O00007393,U001927,P000651,4,2025/9/10 22:38,已完成,银行卡,920.97,3343.69,543.17,2800.52,2025/9/15 22:38,2025/9/17 22:38,,,2025-09-10
O00007394,U002530,P001109,1,2025/11/26 22:38,已完成,银行卡,855.0,810.42,215.25,595.17,2025/12/1 22:38,2025/12/3 22:38,5,物美价廉,2025-11-26
O00007395,U004244,P000715,1,2026/1/13 22:38,已收货,银行卡,246.86,231.06,53.69,177.37,2026/1/15 22:38,2026/1/17 22:38,,,2026-01-13
O00007396,U004739,P000542,1,2025/12/2 22:38,已完成,信用卡,3939.82,3916.35,780.3,3136.05,2025/12/7 22:38,2025/12/9 22:38,,,2025-12-02
O00007397,U000249,P001502,3,2025/10/7 22:38,已完成,微信支付,1165.2,3008.14,35.01,2973.13,2025/10/9 22:38,2025/10/11 22:38,5,,2025-10-07
O00007398,U003669,P001585,2,2025/11/1 22:38,已付款,花呗,754.16,1429.42,145.3,1284.12,,,,,2025-11-01
O00007399,U002187,P001384,4,2026/1/26 22:38,已完成,信用卡,935.23,3482.2,210.51,3271.69,2026/1/30 22:38,2026/2/1 22:38,5,包装很好,2026-01-26
O00007400,U002069,P001381,5,2025/10/8 22:38,已付款,微信支付,81.1,380.55,10.79,369.76,,,,,2025-10-08
O00007401,U001195,P001172,3,2026/1/10 22:38,已收货,微信支付,1604.2,4487.23,286.53,4200.7,2026/1/13 22:38,2026/1/15 22:38,,,2026-01-10
O00007402,U004086,P001043,5,2025/9/11 22:38,已取消,信用卡,1747.46,8061.05,142.19,7918.86,,,,,2025-09-11
O00007403,U002343,P000904,4,2026/2/15 22:38,已发货,花呗,1523.23,5632.96,289.97,5342.99,2026/2/19 22:38,,,,2026-02-15
O00007404,U004761,P000933,1,2026/1/18 22:38,待付款,支付宝,5212.22,4631.63,142.93,4488.7,,,,,2026-01-18
O00007405,U001137,P000235,4,2025/9/18 22:38,已收货,银行卡,823.4,2801.59,558.33,2243.26,2025/9/19 22:38,2025/9/22 22:38,,,2025-09-18
O00007406,U004701,P001919,1,2026/1/16 22:38,已取消,花呗,276.49,254.62,15.94,238.68,,,,,2026-01-16
O00007407,U001159,P000183,5,2025/11/17 22:38,已收货,信用卡,637.32,2844.06,370.47,2473.59,2025/11/21 22:38,2025/11/24 22:38,,,2025-11-17
O00007408,U000162,P001801,3,2025/10/27 22:38,已付款,支付宝,989.27,2841.12,620.59,2220.53,,,,,2025-10-27
O00007409,U000312,P000793,4,2025/10/5 22:38,已收货,支付宝,392.25,1360.4,287.93,1072.47,2025/10/7 22:38,2025/10/10 22:38,,,2025-10-05
O00007410,U000949,P001065,2,2026/1/18 22:38,已退款,银行卡,119.34,226.52,45.05,181.47,,,,,2026-01-18
O00007411,U002538,P000516,4,2025/9/27 22:38,已发货,银行卡,380.22,1425.29,31.66,1393.63,2025/9/28 22:38,,,,2025-09-27
O00007412,U002196,P001641,4,2025/11/2 22:38,已取消,微信支付,292.18,1103.24,326.56,776.68,,,,,2025-11-02
O00007413,U001912,P000151,2,2025/9/20 22:38,已付款,微信支付,1047.83,1788.09,327.41,1460.68,,,,,2025-09-20
O00007414,U002165,P000153,4,2025/12/10 22:38,已付款,微信支付,108.81,391.09,87.94,303.15,,,,,2025-12-10
O00007415,U003579,P000718,5,2025/11/15 22:38,待付款,银行卡,562.13,2729.51,416.81,2312.7,,,,,2025-11-15
O00007416,U002939,P001935,5,2025/10/7 22:38,已发货,银行卡,300.46,1337.87,295.61,1042.26,2025/10/9 22:38,,,,2025-10-07
O00007417,U004495,P001063,4,2025/10/24 22:38,已取消,花呗,639.33,2457.96,497.74,1960.22,,,,,2025-10-24
O00007418,U001244,P000533,1,2025/10/17 22:38,已完成,微信支付,1798.4,1796.66,272.77,1523.89,2025/10/18 22:38,2025/10/20 22:38,5,下次还会购买,2025-10-17
O00007419,U002606,P001374,3,2025/11/23 22:38,已收货,支付宝,507.35,1486.88,64.47,1422.41,2025/11/26 22:38,2025/11/28 22:38,,,2025-11-23
O00007420,U000650,P001114,3,2025/12/23 22:38,已付款,花呗,844.61,2248.6,344.73,1903.87,,,,,2025-12-23
O00007421,U003369,P001013,3,2025/11/1 22:38,已完成,信用卡,6272.91,16879.49,332.64,16546.85,2025/11/4 22:38,2025/11/7 22:38,4,物美价廉,2025-11-01
O00007422,U002181,P001648,3,2026/2/15 22:38,已付款,微信支付,357.11,1024.19,133.61,890.58,,,,,2026-02-15
O00007423,U004790,P001559,1,2025/9/24 22:38,已完成,支付宝,836.9,801.88,32.54,769.34,2025/9/25 22:38,2025/9/27 22:38,5,物美价廉,2025-09-24
O00007424,U001202,P001840,1,2025/12/23 22:38,已完成,花呗,622.29,619.42,13.23,606.19,2025/12/26 22:38,2025/12/29 22:38,,,2025-12-23
O00007425,U003754,P000100,1,2025/9/21 22:38,已完成,支付宝,472.03,438.4,31.68,406.72,2025/9/26 22:38,2025/9/28 22:38,4,,2025-09-21
O00007426,U004362,P001116,4,2025/10/4 22:38,已发货,微信支付,6222.34,23658.19,4374.52,19283.67,2025/10/9 22:38,,,,2025-10-04
O00007427,U000628,P000422,4,2025/12/30 22:38,已收货,支付宝,5932.99,21613.82,1775.63,19838.19,2026/1/3 22:38,2026/1/6 22:38,,,2025-12-30
O00007428,U004482,P001905,4,2025/10/2 22:38,已收货,微信支付,846.48,3342.75,764.59,2578.16,2025/10/5 22:38,2025/10/7 22:38,,,2025-10-02
O00007429,U003509,P000908,3,2025/11/13 22:38,已取消,支付宝,660.86,1712.99,325.94,1387.05,,,,,2025-11-13
O00007430,U002431,P001007,3,2025/12/24 22:38,已完成,信用卡,870.09,2297.86,126.27,2171.59,2025/12/28 22:38,2025/12/31 22:38,4,好评！,2025-12-24
O00007431,U002483,P000355,4,2025/11/25 22:38,已完成,花呗,855.78,3307.64,34.82,3272.82,2025/11/30 22:38,2025/12/1 22:38,4,下次还会购买,2025-11-25
O00007432,U001668,P000715,3,2025/10/11 22:38,已完成,微信支付,246.86,725.03,180.93,544.1,2025/10/15 22:38,2025/10/17 22:38,,,2025-10-11
O00007433,U004847,P001285,1,2026/1/22 22:38,已付款,花呗,764.1,704.38,29.22,675.16,,,,,2026-01-22
O00007434,U000596,P001602,5,2026/1/1 22:38,已发货,微信支付,7787.6,38371.53,7532.75,30838.78,2026/1/2 22:38,,,,2026-01-01
O00007435,U004443,P001455,1,2025/11/8 22:38,已完成,支付宝,110.32,106.18,10.41,95.77,2025/11/9 22:38,2025/11/12 22:38,4,下次还会购买,2025-11-08
O00007436,U000897,P001386,2,2025/11/24 22:38,已付款,信用卡,898.25,1550.16,46.82,1503.34,,,,,2025-11-24
O00007437,U002979,P000558,1,2026/2/27 22:38,待付款,支付宝,612.76,587.67,60.31,527.36,,,,,2026-02-27
O00007438,U001265,P000930,4,2026/2/10 22:38,已付款,信用卡,731.94,2876.64,217.08,2659.56,,,,,2026-02-10
O00007439,U004167,P000725,1,2025/10/29 22:38,已付款,支付宝,787.64,738.97,47.95,691.02,,,,,2025-10-29
O00007440,U004320,P001357,2,2025/9/29 22:38,已完成,花呗,898.04,1669.23,416.41,1252.82,2025/10/2 22:38,2025/10/5 22:38,,,2025-09-29
O00007441,U004347,P001619,2,2025/12/17 22:38,已完成,微信支付,686.83,1328.02,388.94,939.08,2025/12/22 22:38,2025/12/23 22:38,4,包装很好,2025-12-17
O00007442,U004285,P001121,1,2026/1/2 22:38,已完成,微信支付,951.31,829.7,7.32,822.38,2026/1/7 22:38,2026/1/8 22:38,,,2026-01-02
O00007443,U000992,P001158,4,2025/12/28 22:38,已退款,信用卡,1919.67,7067.81,1158.91,5908.9,,,,,2025-12-28
O00007444,U004212,P001645,5,2026/1/7 22:38,已完成,花呗,1183.41,5382.41,1265.06,4117.35,2026/1/8 22:38,2026/1/11 22:38,5,包装很好,2026-01-07
O00007445,U003859,P001252,1,2026/1/11 22:38,已收货,银行卡,1894.09,1790.95,23.06,1767.89,2026/1/13 22:38,2026/1/15 22:38,,,2026-01-11
O00007446,U003396,P001710,3,2025/10/30 22:38,已收货,银行卡,111.72,309.59,54.29,255.3,2025/11/1 22:38,2025/11/4 22:38,,,2025-10-30
O00007447,U001853,P001791,3,2025/10/19 22:38,已收货,银行卡,6168.92,15822.26,770.5,15051.76,2025/10/23 22:38,2025/10/24 22:38,,,2025-10-19
O00007448,U003398,P000663,5,2026/3/2 22:38,已发货,银行卡,804.29,3517.27,608.13,2909.14,2026/3/6 22:38,,,,2026-03-02
O00007449,U003513,P001559,4,2025/12/27 22:38,已完成,支付宝,836.9,3314.4,714.09,2600.31,2025/12/31 22:38,2026/1/2 22:38,5,下次还会购买,2025-12-27
O00007450,U002318,P001385,3,2025/10/20 22:38,已完成,信用卡,581.39,1650.45,391.82,1258.63,2025/10/24 22:38,2025/10/27 22:38,4,包装很好,2025-10-20
O00007451,U004461,P001022,1,2025/10/7 22:38,已付款,微信支付,893.95,790.88,191.9,598.98,,,,,2025-10-07
O00007452,U003380,P001516,2,2026/3/5 22:38,已完成,信用卡,447.76,761.41,26.52,734.89,2026/3/7 22:38,2026/3/10 22:38,,,2026-03-05
O00007453,U004370,P001412,5,2025/11/11 22:38,已发货,银行卡,217.74,1011.51,92.34,919.17,2025/11/15 22:38,,,,2025-11-11
O00007454,U000534,P001660,1,2025/9/11 22:38,已收货,银行卡,211.72,199.99,58.73,141.26,2025/9/12 22:38,2025/9/13 22:38,,,2025-09-11
O00007455,U003957,P000898,4,2026/1/28 22:38,已完成,花呗,899.01,3099.78,796.7,2303.08,2026/1/31 22:38,2026/2/2 22:38,4,,2026-01-28
O00007456,U000324,P001577,3,2025/10/4 22:38,已付款,信用卡,386.67,1125.18,244.82,880.36,,,,,2025-10-04
O00007457,U001813,P000877,5,2026/1/11 22:38,已收货,花呗,664.63,2874.88,479.44,2395.44,2026/1/15 22:38,2026/1/18 22:38,,,2026-01-11
O00007458,U000633,P000282,3,2026/2/6 22:38,待付款,花呗,1680.18,4734.74,386.27,4348.47,,,,,2026-02-06
O00007459,U004057,P000949,2,2026/1/27 22:38,已收货,微信支付,334.59,661.82,153.7,508.12,2026/2/1 22:38,2026/2/2 22:38,,,2026-01-27
O00007460,U003083,P000029,2,2026/1/25 22:38,已完成,花呗,308.75,557.44,14.72,542.72,2026/1/29 22:38,2026/1/31 22:38,,,2026-01-25
O00007461,U001209,P000409,5,2025/10/28 22:38,待付款,银行卡,6282.47,27652.62,5855.95,21796.67,,,,,2025-10-28
O00007462,U000768,P001143,4,2025/11/27 22:38,已完成,银行卡,741.43,2549.43,644.17,1905.26,2025/11/30 22:38,2025/12/3 22:38,,,2025-11-27
O00007463,U004605,P001734,5,2025/10/14 22:38,已完成,支付宝,891.37,3830.03,636.49,3193.54,2025/10/17 22:38,2025/10/18 22:38,5,下次还会购买,2025-10-14
O00007464,U001548,P001666,5,2026/1/10 22:38,已取消,银行卡,267.87,1277.1,329.33,947.77,,,,,2026-01-10
O00007465,U001107,P000547,4,2025/12/15 22:38,已收货,信用卡,1590.31,6046.3,229.51,5816.79,2025/12/17 22:38,2025/12/19 22:38,,,2025-12-15
O00007466,U001932,P000012,2,2026/2/10 22:38,已发货,信用卡,489.83,879.29,45.26,834.03,2026/2/11 22:38,,,,2026-02-10
O00007467,U003937,P000475,3,2026/1/28 22:38,已完成,银行卡,5391.86,16073.26,516.32,15556.94,2026/1/31 22:38,2026/2/1 22:38,,,2026-01-28
O00007468,U003456,P001620,2,2026/3/4 22:38,已收货,信用卡,150.32,300.15,23.78,276.37,2026/3/7 22:38,2026/3/8 22:38,,,2026-03-04
O00007469,U001308,P000255,3,2025/9/21 22:38,已发货,银行卡,335.06,924.81,268.48,656.33,2025/9/26 22:38,,,,2025-09-21
