behavior_id,user_id,product_id,behavior_type,behavior_time,duration_seconds
B00018458,U001839,P001136,收藏,2026-01-09 01:26:36,0
B00018459,U001774,P000874,加购,2025-12-23 17:24:36,0
B00018460,U003186,P001227,浏览,2026-02-25 05:39:36,167
B00018461,U002043,P000341,浏览,2026-01-16 07:58:36,132
B00018462,U001625,P001061,点击,2025-12-10 06:31:36,56
B00018463,U003573,P001668,浏览,2025-12-09 19:56:36,362
B00018464,U001249,P001114,点击,2026-03-02 04:47:36,66
B00018465,U004243,P001748,点击,2026-02-26 17:39:36,191
B00018466,U001626,P000445,加购,2026-02-03 05:03:36,0
B00018467,U001472,P000327,点击,2026-02-03 10:02:36,333
B00018468,U003753,P001126,加购,2025-12-08 06:40:36,0
B00018469,U001347,P001967,加购,2026-03-05 01:30:36,0
B00018470,U001115,P000475,浏览,2025-12-10 11:10:36,259
B00018471,U000014,P000559,浏览,2025-12-18 12:23:36,573
B00018472,U001172,P001656,收藏,2026-01-19 09:19:36,0
B00018473,U001827,P000529,收藏,2026-01-30 01:34:36,0
B00018474,U003543,P001824,点击,2026-02-25 02:57:36,76
B00018475,U000409,P000906,点击,2025-12-08 16:16:36,174
B00018476,U004480,P001202,浏览,2026-01-27 07:54:36,14
B00018477,U004153,P000971,点击,2026-02-10 06:13:36,319
B00018478,U002562,P000955,点击,2026-02-02 04:02:36,297
B00018479,U003650,P000786,浏览,2025-12-06 10:28:36,431
B00018480,U002393,P000706,收藏,2026-01-25 21:56:36,0
B00018481,U001903,P000419,浏览,2026-02-13 15:06:36,588
B00018482,U003159,P001542,浏览,2025-12-06 13:59:36,453
B00018483,U000405,P000515,点击,2026-02-15 21:24:36,368
B00018484,U004341,P000711,加购,2026-02-24 06:58:36,0
B00018485,U000859,P001059,点击,2026-01-20 03:34:36,341
B00018486,U001998,P001263,点击,2026-01-31 12:38:36,257
B00018487,U000209,P000589,点击,2025-12-18 21:00:36,411
B00018488,U002191,P000614,浏览,2025-12-13 21:57:36,410
B00018489,U001823,P000450,点击,2026-02-09 02:55:36,349
B00018490,U000546,P000578,加购,2026-01-18 07:30:36,0
B00018491,U000804,P000051,点击,2025-12-29 09:59:36,271
B00018492,U001128,P000636,浏览,2026-02-03 03:17:36,366
B00018493,U004093,P000712,点击,2026-02-03 03:58:36,335
B00018494,U000247,P001097,点击,2026-02-22 22:14:36,176
B00018495,U002578,P001698,点击,2026-01-03 15:24:36,74
B00018496,U000465,P000167,加购,2026-02-06 06:27:36,0
B00018497,U000620,P001887,点击,2026-01-08 10:18:36,547
B00018498,U001959,P001841,浏览,2026-02-06 13:04:36,14
B00018499,U003036,P000175,浏览,2025-12-10 20:44:36,565
B00018500,U002416,P001316,浏览,2026-02-11 00:19:36,326
B00018501,U001230,P000022,浏览,2025-12-22 10:13:36,598
B00018502,U000357,P000983,浏览,2025-12-29 03:02:36,352
B00018503,U002379,P000845,浏览,2025-12-05 17:23:36,307
B00018504,U003352,P001763,收藏,2025-12-24 11:03:36,0
B00018505,U000885,P001196,浏览,2026-01-19 23:17:36,276
B00018506,U004597,P001731,浏览,2026-02-10 22:34:36,539
B00018507,U001759,P001213,浏览,2026-03-05 00:39:36,449
B00018508,U004840,P000245,收藏,2026-02-19 01:54:36,0
B00018509,U002921,P001523,收藏,2025-12-07 01:15:36,0
B00018510,U001458,P000137,加购,2025-12-09 13:19:36,0
B00018511,U000551,P000304,收藏,2026-01-25 04:44:36,0
B00018512,U000200,P001298,收藏,2026-01-25 07:00:36,0
B00018513,U001391,P000090,浏览,2026-02-15 22:10:36,246
B00018514,U003743,P000382,点击,2026-01-30 21:15:36,310
B00018515,U004435,P001181,浏览,2026-02-19 22:46:36,560
B00018516,U001444,P001968,浏览,2025-12-07 04:44:36,500
B00018517,U004775,P001676,浏览,2026-01-05 22:26:36,69
B00018518,U000277,P000167,收藏,2025-12-09 18:28:36,0
B00018519,U000054,P001431,浏览,2026-02-19 22:57:36,529
B00018520,U000164,P001811,加购,2026-01-07 08:17:36,0
B00018521,U002124,P001048,浏览,2025-12-17 03:35:36,232
B00018522,U002790,P001004,浏览,2026-02-16 10:49:36,190
B00018523,U004518,P001899,点击,2026-01-31 22:41:36,345
B00018524,U004673,P001324,收藏,2025-12-15 03:05:36,0
B00018525,U001254,P000862,点击,2026-02-03 04:34:36,40
B00018526,U001330,P000095,点击,2026-03-02 16:27:36,407
B00018527,U000986,P001747,浏览,2026-03-05 00:21:36,31
B00018528,U003189,P001493,点击,2026-02-19 23:35:36,550
B00018529,U001081,P001841,加购,2026-02-04 02:07:36,0
B00018530,U000659,P001647,浏览,2026-02-17 05:50:36,114
B00018531,U002266,P000458,浏览,2026-02-25 21:29:36,53
B00018532,U004642,P001540,浏览,2025-12-19 08:27:36,518
B00018533,U002035,P001598,浏览,2025-12-19 11:46:36,323
B00018534,U000849,P000530,点击,2026-01-07 12:16:36,338
B00018535,U000466,P001468,浏览,2026-02-19 18:11:36,185
B00018536,U004662,P000621,收藏,2026-02-06 08:35:36,0
B00018537,U004600,P000896,点击,2025-12-13 21:07:36,493
B00018538,U001375,P001662,点击,2025-12-18 08:49:36,429
B00018539,U004637,P000320,浏览,2025-12-11 23:25:36,94
B00018540,U001807,P001637,浏览,2026-02-07 00:37:36,559
B00018541,U002127,P001428,点击,2026-02-10 17:16:36,554
B00018542,U000419,P000692,浏览,2026-02-20 08:14:36,14
B00018543,U001460,P000292,点击,2026-01-10 08:45:36,182
B00018544,U004533,P000702,浏览,2025-12-27 02:59:36,273
B00018545,U002214,P000304,收藏,2026-02-11 18:41:36,0
B00018546,U000598,P001888,浏览,2026-02-12 07:20:36,163
B00018547,U001190,P001269,点击,2026-01-11 17:32:36,499
B00018548,U003907,P000569,浏览,2026-02-07 16:19:36,278
B00018549,U004046,P001593,浏览,2026-01-18 03:42:36,223
B00018550,U000446,P000244,浏览,2026-01-20 05:27:36,285
B00018551,U004750,P000859,浏览,2025-12-14 03:15:36,85
B00018552,U000047,P000425,点击,2026-01-14 11:13:36,543
B00018553,U003929,P000733,浏览,2026-02-13 20:01:36,276
B00018554,U001513,P001845,点击,2026-02-12 02:39:36,134
B00018555,U001287,P000088,浏览,2026-01-23 03:36:36,279
B00018556,U002702,P001086,点击,2025-12-20 23:02:36,228
B00018557,U001949,P000413,浏览,2026-01-26 13:34:36,337
B00018558,U000943,P000551,浏览,2026-01-26 07:15:36,24
B00018559,U002702,P000594,浏览,2026-02-07 08:11:36,269
B00018560,U002291,P000010,浏览,2026-02-08 07:50:36,529
B00018561,U003726,P001469,浏览,2025-12-23 23:46:36,118
B00018562,U004951,P001080,浏览,2026-02-11 11:12:36,303
B00018563,U000904,P001289,点击,2026-01-27 06:16:36,562
B00018564,U002660,P001714,加购,2025-12-26 08:40:36,0
B00018565,U001132,P001995,点击,2026-01-25 07:11:36,363
B00018566,U002369,P000268,加购,2026-01-11 04:16:36,0
B00018567,U004570,P000386,点击,2025-12-11 11:55:36,242
B00018568,U002756,P001498,点击,2026-01-01 06:52:36,411
B00018569,U003545,P000585,点击,2026-03-05 12:31:36,526
B00018570,U000467,P001041,收藏,2025-12-24 08:43:36,0
B00018571,U004058,P000035,收藏,2026-01-18 21:13:36,0
B00018572,U004851,P001966,浏览,2026-01-05 02:52:36,207
B00018573,U004035,P001731,点击,2025-12-21 08:39:36,89
B00018574,U001136,P000710,浏览,2026-01-29 12:34:36,567
B00018575,U001479,P001003,点击,2026-02-21 11:01:36,379
B00018576,U004384,P001879,浏览,2025-12-13 22:18:36,178
B00018577,U000341,P000803,点击,2025-12-17 17:43:36,291
B00018578,U000660,P000463,浏览,2026-01-22 09:06:36,251
B00018579,U000186,P000200,加购,2026-01-06 22:19:36,0
B00018580,U002077,P000290,点击,2026-02-12 09:22:36,290
B00018581,U001432,P001035,加购,2026-01-16 03:07:36,0
B00018582,U004993,P001902,浏览,2025-12-16 11:36:36,481
B00018583,U000747,P001923,浏览,2025-12-26 20:48:36,233
B00018584,U003835,P001757,加购,2026-01-26 00:13:36,0
B00018585,U000533,P000010,浏览,2026-01-12 21:54:36,503
B00018586,U002976,P001106,浏览,2025-12-15 10:24:36,139
B00018587,U004210,P001362,点击,2025-12-30 23:48:36,332
B00018588,U001122,P001804,浏览,2026-02-10 06:15:36,465
B00018589,U003094,P001499,加购,2026-03-01 00:20:36,0
B00018590,U001145,P000886,浏览,2026-02-20 09:29:36,459
B00018591,U000211,P000179,浏览,2026-01-05 12:38:36,206
B00018592,U003774,P001619,加购,2025-12-15 02:28:36,0
B00018593,U002864,P001769,加购,2026-03-02 01:59:36,0
B00018594,U002434,P001377,点击,2026-02-13 17:17:36,23
B00018595,U004997,P001113,收藏,2026-02-11 19:27:36,0
B00018596,U001924,P000620,点击,2026-02-05 05:38:36,452
B00018597,U003125,P001211,浏览,2026-02-11 03:46:36,243
B00018598,U001892,P000514,浏览,2025-12-08 23:20:36,569
B00018599,U000641,P000770,浏览,2026-01-30 23:46:36,387
B00018600,U001615,P000133,浏览,2026-01-16 17:41:36,376
B00018601,U001485,P001686,浏览,2026-01-01 10:23:36,395
B00018602,U003793,P001528,加购,2026-01-22 23:32:36,0
B00018603,U001926,P000929,收藏,2026-01-27 06:09:36,0
B00018604,U001880,P001516,浏览,2026-01-31 03:44:36,74
B00018605,U002999,P000325,加购,2026-01-04 02:33:36,0
B00018606,U001332,P001692,浏览,2026-01-24 01:32:36,46
B00018607,U002261,P001466,点击,2026-02-17 01:00:36,557
B00018608,U004280,P001678,点击,2026-01-22 14:15:36,63
B00018609,U002141,P001640,加购,2025-12-24 03:23:36,0
B00018610,U001644,P001131,浏览,2025-12-26 12:24:36,401
B00018611,U002293,P000562,浏览,2025-12-15 15:17:36,245
B00018612,U003711,P001738,浏览,2025-12-31 01:20:36,318
B00018613,U001796,P000169,浏览,2025-12-22 02:58:36,169
B00018614,U001678,P001679,收藏,2025-12-18 00:59:36,0
B00018615,U002753,P000970,浏览,2026-02-25 09:01:36,355
B00018616,U001404,P001348,加购,2026-01-20 15:16:36,0
B00018617,U000239,P000811,浏览,2025-12-13 02:00:36,566
B00018618,U000319,P001975,点击,2026-01-21 18:30:36,490
B00018619,U000562,P000817,浏览,2025-12-25 00:08:36,485
B00018620,U002808,P000509,浏览,2025-12-12 01:18:36,454
B00018621,U002378,P000146,浏览,2026-02-23 18:38:36,171
B00018622,U003414,P000849,浏览,2025-12-22 00:36:36,390
B00018623,U004705,P001119,点击,2026-02-25 05:33:36,188
B00018624,U004039,P001016,浏览,2026-01-01 01:19:36,356
B00018625,U002660,P000993,点击,2025-12-22 08:23:36,506
B00018626,U001508,P000409,浏览,2026-02-25 19:33:36,430
B00018627,U004962,P001420,点击,2026-01-28 03:11:36,164
B00018628,U002021,P000951,浏览,2026-02-03 16:11:36,140
B00018629,U000155,P000815,浏览,2026-03-02 04:04:36,586
B00018630,U000542,P000981,收藏,2025-12-17 00:32:36,0
B00018631,U004256,P000977,加购,2026-02-27 11:56:36,0
B00018632,U004886,P001620,收藏,2026-03-05 12:55:36,0
B00018633,U001605,P000605,浏览,2026-01-23 02:50:36,516
B00018634,U001685,P000067,浏览,2026-01-15 01:44:36,518
B00018635,U002537,P000711,浏览,2026-02-20 02:57:36,171
B00018636,U001280,P000960,收藏,2026-01-07 02:21:36,0
B00018637,U004152,P001596,收藏,2026-02-26 21:44:36,0
B00018638,U002900,P001889,浏览,2025-12-05 10:59:36,290
B00018639,U000869,P001242,浏览,2026-01-02 10:49:36,530
B00018640,U003014,P001236,收藏,2025-12-29 16:22:36,0
B00018641,U003167,P000939,点击,2025-12-09 13:16:36,98
B00018642,U003311,P000421,加购,2025-12-18 23:21:36,0
B00018643,U000683,P001184,浏览,2026-02-12 20:37:36,568
B00018644,U002264,P001507,浏览,2026-01-26 17:37:36,145
B00018645,U001462,P000341,加购,2025-12-09 05:41:36,0
B00018646,U003830,P000180,浏览,2026-01-27 19:42:36,312
B00018647,U000146,P001589,浏览,2025-12-30 17:04:36,335
B00018648,U001975,P001897,浏览,2025-12-15 09:18:36,376
B00018649,U001821,P001278,点击,2026-01-30 04:36:36,237
B00018650,U000605,P001020,浏览,2026-01-05 05:10:36,459
B00018651,U001607,P001208,点击,2026-02-11 12:17:36,180
B00018652,U004240,P000840,收藏,2026-03-01 00:15:36,0
B00018653,U003200,P000386,浏览,2026-01-25 19:17:36,292
B00018654,U001548,P000243,浏览,2026-02-18 03:35:36,162
B00018655,U002773,P001968,浏览,2025-12-22 16:09:36,44
B00018656,U001988,P001552,加购,2026-01-17 07:50:36,0
B00018657,U001386,P001883,收藏,2026-01-05 21:45:36,0
B00018658,U003644,P001956,浏览,2026-01-08 04:14:36,61
B00018659,U002897,P000138,点击,2025-12-11 21:44:36,173
B00018660,U001820,P001372,加购,2025-12-08 10:33:36,0
B00018661,U002655,P000593,浏览,2025-12-10 09:01:36,428
B00018662,U002120,P001790,收藏,2026-01-29 19:25:36,0
B00018663,U004718,P000126,加购,2026-01-18 19:28:36,0
B00018664,U000946,P001369,浏览,2025-12-26 13:48:36,358
B00018665,U001306,P001231,浏览,2025-12-24 16:14:36,164
B00018666,U001902,P001426,浏览,2025-12-19 11:49:36,556
B00018667,U003696,P001884,浏览,2026-01-18 03:45:36,11
B00018668,U000159,P001791,浏览,2026-01-18 05:28:36,516
B00018669,U003795,P000258,浏览,2026-01-02 07:51:36,43
B00018670,U003323,P001152,收藏,2026-02-26 00:12:36,0
B00018671,U001351,P001320,浏览,2025-12-21 02:44:36,499
B00018672,U004721,P000554,浏览,2026-02-17 18:12:36,474
B00018673,U004434,P001247,收藏,2025-12-19 01:31:36,0
B00018674,U001655,P000607,点击,2026-01-17 10:02:36,75
B00018675,U003031,P000665,浏览,2025-12-09 00:41:36,538
B00018676,U000676,P001665,点击,2026-02-01 03:37:36,541
B00018677,U000369,P001746,点击,2026-01-09 21:44:36,99
B00018678,U003176,P001552,浏览,2025-12-28 02:27:36,353
B00018679,U001204,P000170,浏览,2026-01-01 09:31:36,547
B00018680,U003361,P000677,收藏,2026-03-03 22:28:36,0
B00018681,U001472,P000361,浏览,2026-02-05 10:46:36,327
B00018682,U001349,P001002,浏览,2026-02-24 01:30:36,561
B00018683,U003424,P000549,收藏,2026-03-02 02:50:36,0
B00018684,U003017,P000711,浏览,2026-01-31 11:01:36,173
B00018685,U000670,P000134,加购,2025-12-05 10:01:36,0
B00018686,U001255,P001486,浏览,2026-02-19 11:49:36,156
B00018687,U004420,P001430,收藏,2026-01-04 15:53:36,0
B00018688,U002009,P000370,点击,2026-01-31 03:22:36,475
B00018689,U000827,P000863,收藏,2026-02-09 05:16:36,0
B00018690,U002312,P001773,浏览,2025-12-14 01:11:36,215
B00018691,U000450,P001738,浏览,2026-02-08 16:08:36,375
B00018692,U000549,P000174,加购,2026-01-19 03:43:36,0
B00018693,U001635,P001320,收藏,2025-12-29 23:52:36,0
B00018694,U003670,P001334,浏览,2026-01-30 03:54:36,412
B00018695,U002113,P001070,浏览,2026-02-23 14:52:36,151
B00018696,U001639,P000420,浏览,2025-12-25 23:08:36,348
B00018697,U004720,P001655,浏览,2025-12-05 06:07:36,371
B00018698,U004449,P000297,点击,2026-03-05 19:03:36,100
B00018699,U001008,P001766,点击,2025-12-29 19:58:36,436
B00018700,U004232,P000866,浏览,2025-12-10 23:44:36,344
B00018701,U003386,P000835,点击,2025-12-05 01:33:36,321
B00018702,U001011,P001918,浏览,2026-02-17 23:24:36,201
B00018703,U002774,P000791,点击,2026-02-04 06:59:36,273
B00018704,U002801,P001195,点击,2026-01-23 00:39:36,421
B00018705,U000310,P000317,点击,2026-02-13 16:26:36,478
B00018706,U000156,P001297,点击,2026-02-21 14:23:36,64
B00018707,U001637,P000733,点击,2026-02-12 14:33:36,507
B00018708,U004462,P001729,加购,2025-12-15 08:38:36,0
B00018709,U003153,P001539,收藏,2025-12-10 07:42:36,0
B00018710,U003131,P001102,收藏,2026-02-21 18:07:36,0
B00018711,U001261,P001227,浏览,2025-12-31 06:49:36,239
B00018712,U004434,P000030,浏览,2025-12-18 09:23:36,523
B00018713,U004568,P001045,浏览,2026-02-01 23:06:36,215
B00018714,U004385,P000144,加购,2026-01-02 02:57:36,0
B00018715,U004470,P001774,点击,2026-02-28 05:52:36,592
B00018716,U003381,P000830,浏览,2026-02-25 15:55:36,102
B00018717,U001631,P000572,点击,2026-02-11 16:51:36,98
B00018718,U001146,P000627,点击,2026-02-27 06:29:36,159
B00018719,U002395,P001417,收藏,2026-02-10 21:19:36,0
B00018720,U000036,P000759,浏览,2026-01-28 06:20:36,528
B00018721,U000725,P001602,点击,2025-12-11 00:23:36,99
B00018722,U001477,P000922,浏览,2026-01-24 19:00:36,111
B00018723,U002507,P000362,浏览,2026-01-02 05:49:36,24
B00018724,U003298,P001347,浏览,2025-12-24 19:12:36,117
B00018725,U000891,P001295,浏览,2026-02-01 04:16:36,578
B00018726,U002850,P001804,浏览,2026-01-04 18:47:36,37
B00018727,U001401,P000531,浏览,2026-03-01 13:29:36,93
B00018728,U001027,P001769,收藏,2025-12-10 11:59:36,0
B00018729,U004102,P000526,浏览,2025-12-20 22:38:36,244
B00018730,U002661,P001167,加购,2025-12-05 02:27:36,0
B00018731,U004405,P001623,浏览,2025-12-30 13:28:36,529
B00018732,U002407,P001291,浏览,2026-02-16 13:50:36,46
B00018733,U003006,P000063,收藏,2026-02-21 07:36:36,0
B00018734,U003750,P000811,浏览,2025-12-05 19:04:36,375
B00018735,U000676,P000195,收藏,2025-12-12 14:44:36,0
B00018736,U002850,P000683,浏览,2025-12-15 19:23:36,150
B00018737,U000518,P001665,浏览,2026-01-01 06:55:36,20
B00018738,U004480,P001156,收藏,2026-01-29 16:22:36,0
B00018739,U003986,P000853,点击,2026-03-01 14:42:36,430
B00018740,U002587,P001049,点击,2026-02-26 11:51:36,203
B00018741,U004704,P001876,浏览,2025-12-10 07:02:36,353
B00018742,U000162,P000074,点击,2026-02-12 11:53:36,512
B00018743,U000601,P000210,收藏,2025-12-14 20:07:36,0
B00018744,U001560,P000225,浏览,2026-02-05 15:23:36,146
B00018745,U000665,P001589,点击,2026-01-20 06:31:36,283
B00018746,U004958,P000419,浏览,2026-02-04 09:06:36,258
B00018747,U003782,P000409,点击,2026-02-13 17:35:36,305
B00018748,U002040,P000131,浏览,2026-02-23 01:42:36,280
B00018749,U004577,P000947,点击,2026-01-22 17:59:36,37
B00018750,U003791,P000178,浏览,2025-12-07 06:59:36,264
B00018751,U004317,P001549,浏览,2026-01-11 05:15:36,554
B00018752,U001773,P000291,浏览,2026-01-28 10:27:36,581
B00018753,U004606,P001497,浏览,2026-02-23 20:14:36,35
B00018754,U001391,P000951,收藏,2026-01-07 21:58:36,0
B00018755,U004287,P000146,点击,2026-02-27 09:28:36,187
B00018756,U001718,P000947,浏览,2026-02-28 06:30:36,96
B00018757,U001958,P001054,收藏,2026-02-20 18:21:36,0
B00018758,U001660,P000040,加购,2026-03-04 07:45:36,0
B00018759,U003089,P001646,收藏,2025-12-11 10:11:36,0
B00018760,U002079,P001054,浏览,2026-01-27 22:58:36,465
B00018761,U002945,P001210,浏览,2025-12-14 11:56:36,460
B00018762,U001828,P001368,浏览,2026-02-06 10:29:36,185
B00018763,U002440,P000602,浏览,2025-12-22 18:31:36,66
B00018764,U001117,P000833,浏览,2025-12-06 14:42:36,473
B00018765,U002006,P001377,收藏,2026-01-22 20:58:36,0
B00018766,U001162,P001096,收藏,2026-02-21 19:23:36,0
B00018767,U004120,P001036,浏览,2026-01-30 13:39:36,294
B00018768,U000168,P001416,浏览,2025-12-18 10:04:36,311
B00018769,U002001,P001995,点击,2025-12-07 04:18:36,499
B00018770,U000289,P000078,点击,2026-03-02 04:30:36,138
B00018771,U001038,P001298,点击,2025-12-23 19:45:36,148
B00018772,U002486,P001260,点击,2025-12-28 13:06:36,490
B00018773,U003365,P001128,浏览,2025-12-21 04:22:36,450
B00018774,U004824,P001601,点击,2026-01-19 13:56:36,269
B00018775,U002132,P001749,加购,2025-12-21 13:51:36,0
B00018776,U004465,P000394,点击,2025-12-19 08:29:36,258
B00018777,U003974,P001061,浏览,2026-01-19 13:09:36,591
B00018778,U001185,P000285,点击,2026-02-15 00:41:36,72
B00018779,U004992,P001710,点击,2026-02-26 13:07:36,119
B00018780,U002354,P001128,浏览,2026-02-01 13:30:36,488
B00018781,U001483,P000728,点击,2025-12-09 19:10:36,189
B00018782,U003668,P001914,点击,2026-01-18 09:24:36,175
B00018783,U004806,P001324,浏览,2025-12-23 14:01:36,579
B00018784,U000200,P000932,浏览,2026-03-05 13:46:36,242
B00018785,U000335,P001554,浏览,2026-01-15 12:32:36,461
B00018786,U003414,P000591,浏览,2026-01-28 13:22:36,338
B00018787,U000179,P001952,浏览,2026-01-25 08:54:36,127
B00018788,U000450,P001259,收藏,2026-01-18 07:19:36,0
B00018789,U001725,P000365,浏览,2025-12-29 19:47:36,597
B00018790,U001180,P001556,浏览,2026-01-26 23:18:36,552
B00018791,U004836,P000802,浏览,2026-02-13 12:30:36,142
B00018792,U000868,P000585,点击,2025-12-05 05:50:36,527
B00018793,U000978,P001449,点击,2025-12-30 04:56:36,466
B00018794,U003641,P001527,浏览,2026-01-14 13:14:36,13
B00018795,U000666,P001378,加购,2026-01-24 21:42:36,0
B00018796,U002073,P000163,浏览,2025-12-24 03:24:36,265
B00018797,U002524,P001209,点击,2026-03-02 14:23:36,546
B00018798,U000783,P001400,浏览,2026-02-23 06:39:36,340
B00018799,U004298,P000795,浏览,2025-12-24 13:29:36,360
B00018800,U004706,P001770,浏览,2026-02-24 15:00:36,208
B00018801,U001488,P000274,浏览,2026-02-21 14:49:36,544
B00018802,U004533,P001941,浏览,2026-01-09 00:00:36,582
B00018803,U004968,P000658,浏览,2025-12-16 07:17:36,514
B00018804,U003551,P000667,收藏,2026-01-31 06:24:36,0
B00018805,U003451,P000735,点击,2025-12-17 16:07:36,569
B00018806,U002159,P001948,收藏,2026-01-02 06:41:36,0
B00018807,U000123,P001121,浏览,2026-02-16 22:49:36,493
B00018808,U002483,P000505,点击,2026-01-07 23:31:36,159
B00018809,U004074,P001167,浏览,2026-01-18 13:45:36,389
B00018810,U000960,P001453,浏览,2026-02-14 17:22:36,112
B00018811,U001407,P001583,收藏,2026-02-19 17:18:36,0
B00018812,U003546,P000375,加购,2026-03-05 00:25:36,0
B00018813,U004605,P001828,收藏,2025-12-28 01:25:36,0
B00018814,U000564,P001555,浏览,2026-01-29 19:27:36,448
B00018815,U000725,P001891,浏览,2026-01-28 07:30:36,599
B00018816,U000247,P000736,浏览,2026-02-10 14:43:36,500
B00018817,U002629,P001069,浏览,2026-01-06 18:36:36,80
B00018818,U004967,P001127,收藏,2026-01-08 12:40:36,0
B00018819,U000405,P001018,浏览,2026-02-25 03:08:36,414
B00018820,U002554,P000252,点击,2026-01-20 15:46:36,546
B00018821,U001248,P001593,浏览,2026-01-03 20:55:36,461
B00018822,U002395,P001868,点击,2026-02-27 09:23:36,513
B00018823,U004959,P001655,浏览,2026-02-13 15:00:36,357
B00018824,U001228,P001181,浏览,2025-12-18 04:56:36,276
B00018825,U000633,P001506,浏览,2025-12-15 04:41:36,126
B00018826,U003381,P001040,浏览,2026-01-02 08:25:36,92
B00018827,U004350,P001174,点击,2026-02-05 11:28:36,533
B00018828,U000659,P000328,点击,2026-02-21 22:05:36,306
B00018829,U002051,P001335,浏览,2026-01-21 06:26:36,515
B00018830,U003422,P001932,收藏,2025-12-14 08:15:36,0
B00018831,U001124,P001506,点击,2026-01-19 00:39:36,410
B00018832,U004553,P000656,浏览,2025-12-26 17:12:36,176
B00018833,U000884,P000823,浏览,2026-02-05 17:33:36,458
B00018834,U000697,P000815,收藏,2025-12-28 03:21:36,0
B00018835,U004425,P001532,浏览,2026-01-17 18:52:36,270
B00018836,U000715,P000073,浏览,2026-02-26 05:05:36,591
B00018837,U003990,P001819,浏览,2026-01-20 06:02:36,262
B00018838,U000242,P000623,收藏,2025-12-05 00:01:36,0
B00018839,U004275,P001123,浏览,2025-12-28 23:56:36,463
B00018840,U002228,P000395,浏览,2026-02-22 06:31:36,100
B00018841,U003006,P001235,浏览,2026-02-21 02:59:36,420
B00018842,U004847,P000863,加购,2026-01-30 17:03:36,0
B00018843,U001340,P001679,收藏,2026-02-18 06:46:36,0
B00018844,U001744,P000437,点击,2025-12-05 05:23:36,124
B00018845,U002679,P000633,浏览,2026-01-28 17:49:36,499
B00018846,U001461,P000859,浏览,2025-12-13 22:12:36,86
B00018847,U004445,P001569,浏览,2026-02-01 16:26:36,5
B00018848,U004615,P000199,浏览,2025-12-11 03:51:36,188
B00018849,U000387,P000727,加购,2025-12-12 12:17:36,0
B00018850,U001442,P000356,点击,2026-02-09 13:26:36,453
B00018851,U000801,P001046,点击,2026-02-09 13:02:36,445
B00018852,U000607,P001857,点击,2025-12-09 07:53:36,256
B00018853,U004440,P000570,收藏,2026-02-21 03:10:36,0
B00018854,U001918,P001819,浏览,2026-02-17 02:38:36,20
B00018855,U003110,P001908,浏览,2026-01-30 20:45:36,56
B00018856,U000366,P001483,点击,2025-12-23 01:25:36,119
B00018857,U004477,P001011,浏览,2026-02-10 13:29:36,372
B00018858,U004042,P001676,点击,2026-01-29 15:46:36,504
B00018859,U000985,P001468,加购,2025-12-15 20:43:36,0
B00018860,U001125,P000469,浏览,2026-03-02 02:57:36,236
B00018861,U000491,P000328,收藏,2026-02-23 00:51:36,0
B00018862,U004974,P001485,浏览,2026-01-06 15:31:36,15
B00018863,U003645,P001253,点击,2026-01-16 16:24:36,306
B00018864,U004225,P001569,浏览,2026-02-16 12:57:36,372
B00018865,U004071,P000626,浏览,2026-02-04 21:56:36,156
B00018866,U002027,P001218,点击,2025-12-29 01:48:36,197
B00018867,U000021,P001417,收藏,2025-12-10 06:50:36,0
B00018868,U000028,P001485,浏览,2026-02-12 13:22:36,89
B00018869,U002498,P001306,点击,2026-01-03 06:23:36,107
B00018870,U003564,P001709,加购,2025-12-21 23:37:36,0
B00018871,U004748,P000567,浏览,2026-01-02 18:41:36,210
B00018872,U004929,P000367,浏览,2026-02-16 19:40:36,267
B00018873,U001454,P000180,浏览,2026-02-12 11:07:36,220
B00018874,U002283,P000393,加购,2025-12-16 05:01:36,0
B00018875,U002472,P001277,浏览,2026-01-09 03:34:36,503
B00018876,U002130,P000975,浏览,2026-02-27 18:19:36,326
B00018877,U002413,P001273,收藏,2026-02-19 04:06:36,0
B00018878,U004861,P001159,加购,2025-12-11 17:08:36,0
B00018879,U004836,P001003,点击,2026-02-13 14:20:36,500
B00018880,U004496,P001337,浏览,2025-12-12 03:15:36,301
B00018881,U001476,P000185,浏览,2026-02-11 21:10:36,424
B00018882,U000936,P000119,点击,2026-01-15 04:01:36,506
B00018883,U000235,P001957,加购,2025-12-15 20:16:36,0
B00018884,U000035,P000329,加购,2026-02-15 05:25:36,0
B00018885,U004735,P000846,浏览,2026-02-23 19:39:36,389
B00018886,U000339,P000926,浏览,2025-12-23 08:07:36,393
B00018887,U004028,P001587,浏览,2025-12-31 04:16:36,331
B00018888,U003526,P001327,浏览,2026-02-20 09:13:36,312
B00018889,U001503,P000880,浏览,2026-01-19 20:39:36,154
B00018890,U003125,P000084,点击,2026-02-20 05:35:36,67
B00018891,U003684,P001007,浏览,2026-02-27 11:21:36,552
B00018892,U002491,P000438,收藏,2026-01-27 21:50:36,0
B00018893,U004516,P000663,浏览,2026-02-15 08:10:36,413
B00018894,U000706,P001487,点击,2026-01-15 21:31:36,391
B00018895,U004848,P000698,点击,2025-12-10 18:24:36,406
B00018896,U004345,P001336,点击,2026-02-21 10:30:36,296
B00018897,U002341,P001567,浏览,2026-01-21 07:15:36,357
B00018898,U004303,P000324,浏览,2026-02-22 22:36:36,66
